Folio,Periodo,Anio,Zona,Zona_corta,Tipo_zona,Categoria,Sentimiento,Dias_respuesta,Texto_PQRSD
PQR-2025T4-2141,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Indemnización / reparación,Negativo,19,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-2142,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Indemnización / reparación,Negativo,21,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-2143,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Indemnización / reparación,Negativo,22,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-2144,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Neutral,21,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-2145,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,21,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-2146,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Neutral,21,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-2147,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,24,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-2148,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,21,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-2149,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,23,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-2150,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,23,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-2151,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,25,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-2152,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Positivo,25,El proceso de postulación a vivienda fue claro.
PQR-2025T4-2153,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,23,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-2154,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Positivo,21,"Me asignaron la vivienda, muy agradecido con el acompañamiento."
PQR-2025T4-2155,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,23,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-2156,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,22,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-2157,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,23,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-2158,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,24,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-2159,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Neutral,26,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T4-2160,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Neutral,20,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-2161,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,25,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-2162,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Positivo,23,"Me asignaron la vivienda, muy agradecido con el acompañamiento."
PQR-2025T4-2163,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Positivo,26,El proceso de postulación a vivienda fue claro.
PQR-2025T4-2164,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Neutral,23,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-2165,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Vivienda,Negativo,26,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-2166,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Neutral,19,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T4-2167,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Neutral,26,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T4-2168,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Positivo,26,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-2169,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Negativo,23,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-2170,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Neutral,27,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T4-2171,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Negativo,24,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T4-2172,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Negativo,19,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-2173,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Negativo,21,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-2174,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Negativo,22,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T4-2175,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Positivo,20,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-2176,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Negativo,22,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T4-2177,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Salud y atención psicosocial,Neutral,26,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T4-2178,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Neutral,19,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2025T4-2179,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Negativo,19,Mi hijo no ha podido acceder al beneficio educativo prometido.
PQR-2025T4-2180,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Positivo,20,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-2181,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Positivo,25,La orientación sobre educación superior fue útil.
PQR-2025T4-2182,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Positivo,25,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-2183,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Positivo,26,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-2184,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Positivo,25,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-2185,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Positivo,23,La orientación sobre educación superior fue útil.
PQR-2025T4-2186,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Neutral,22,Solicito información sobre becas para estudiantes víctimas.
PQR-2025T4-2187,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Negativo,24,Falta información sobre los cupos educativos para víctimas.
PQR-2025T4-2188,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Positivo,20,La orientación sobre educación superior fue útil.
PQR-2025T4-2189,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Educación,Positivo,20,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-2190,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,20,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-2191,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,25,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-2192,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Positivo,24,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2025T4-2193,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Neutral,26,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T4-2194,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,26,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-2195,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,21,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-2196,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Positivo,25,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T4-2197,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Positivo,24,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T4-2198,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Positivo,25,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2025T4-2199,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Positivo,21,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T4-2200,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,25,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-2201,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,26,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-2202,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Positivo,21,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T4-2203,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,26,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-2204,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Neutral,20,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T4-2205,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Positivo,21,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2025T4-2206,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,23,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-2207,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,20,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-2208,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,20,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-2209,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Neutral,23,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T4-2210,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Neutral,25,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2025T4-2211,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,21,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-2212,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Registro / inclusión RUV,Negativo,23,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-2213,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Retornos y reubicación,Neutral,25,Solicito información sobre acompañamiento para reubicación.
PQR-2025T4-2214,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Retornos y reubicación,Neutral,20,Pregunto por el plan de retorno para mi comunidad.
PQR-2025T4-2215,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Retornos y reubicación,Negativo,26,Solicité apoyo para el retorno y no hay condiciones de seguridad.
PQR-2025T4-2216,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Retornos y reubicación,Negativo,25,El proceso de reubicación está detenido hace tiempo.
PQR-2025T4-2217,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Retornos y reubicación,Neutral,20,Pregunto por el plan de retorno para mi comunidad.
PQR-2025T4-2218,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Retornos y reubicación,Positivo,24,"El acompañamiento para el retorno fue bueno, gracias."
PQR-2025T4-2219,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Retornos y reubicación,Negativo,24,Solicité apoyo para el retorno y no hay condiciones de seguridad.
PQR-2025T4-2220,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Retornos y reubicación,Positivo,23,"El acompañamiento para el retorno fue bueno, gracias."
PQR-2025T4-2221,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Retornos y reubicación,Positivo,19,Nos apoyaron en la reubicación de manera adecuada.
PQR-2025T4-2222,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Otros trámites,Positivo,19,Me resolvieron el trámite sin complicaciones.
PQR-2025T4-2223,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Otros trámites,Positivo,23,Me resolvieron el trámite sin complicaciones.
PQR-2025T4-2224,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Otros trámites,Neutral,24,Pregunto por el horario de atención de la oficina.
PQR-2025T4-2225,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Otros trámites,Negativo,26,Me han remitido de una oficina a otra sin resolver mi caso.
PQR-2025T4-2226,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Otros trámites,Positivo,21,Me resolvieron el trámite sin complicaciones.
PQR-2025T4-2227,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Otros trámites,Positivo,25,La atención en ventanilla fue amable y rápida.
PQR-2025T4-2228,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Otros trámites,Negativo,21,Me han remitido de una oficina a otra sin resolver mi caso.
PQR-2025T4-2229,2025-T4,2025,Corregimiento Tutunendo,Corregimiento Tutunendo,Corregimiento,Otros trámites,Negativo,24,La fila de atención es muy larga y no alcanzan a atender.
PQR-2025T4-2230,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,27,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-2231,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,25,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2232,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,21,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-2233,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,20,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-2234,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,26,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-2235,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,22,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-2236,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,21,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-2237,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,21,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-2238,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,23,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-2239,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,19,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2240,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,22,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-2241,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,22,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-2242,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,20,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-2243,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,20,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-2244,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,24,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2245,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,20,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2246,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,19,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2247,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,26,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-2248,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,26,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-2249,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,24,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-2250,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,19,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-2251,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,25,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2252,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,26,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2253,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,23,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2254,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,25,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-2255,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,22,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2256,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,20,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-2257,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,21,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-2258,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,24,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-2259,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,22,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-2260,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,20,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-2261,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,23,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-2262,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Positivo,20,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-2263,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,27,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-2264,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,22,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-2265,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Neutral,26,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-2266,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,22,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-2267,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Ayuda humanitaria,Negativo,21,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-2268,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,21,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-2269,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,23,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-2270,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Neutral,21,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T4-2271,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,23,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-2272,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Neutral,19,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T4-2273,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,19,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-2274,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,24,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-2275,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,24,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-2276,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,26,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-2277,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,22,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-2278,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Neutral,21,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T4-2279,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,22,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-2280,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,23,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-2281,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Negativo,21,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-2282,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Neutral,22,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T4-2283,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Neutral,24,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T4-2284,2025-T4,2025,Corregimiento Guayabal,Corregimiento Guayabal,Corregimiento,Indemnización / reparación,Neutral,23,Solicito información sobre el turno de mi indemnización administrativa.
